"game_date","game_time_start","away_team","away_points","home_team","home_points","season","game_code","home_rpm","away_rpm"
"2015-12-12","8:30p","Golden State Warriors",95,"Milwaukee Bucks",108,2016,"201512120MIL",-0.0565701388888889,3.09336527777778
"2015-12-12","10:00p","New York Knicks",112,"Portland Trail Blazers",110,2016,"201512120POR",0.52675625,-0.42228125
"2015-12-13","6:00p","Memphis Grizzlies",97,"Miami Heat",100,2016,"201512130MIA",0.551795138888889,-0.266713194444444
"2015-12-13","7:00p","Utah Jazz",98,"Oklahoma City Thunder",104,2016,"201512130OKC",2.09577672955975,0.426719496855346
"2015-12-13","3:30p","Minnesota Timberwolves",101,"Phoenix Suns",108,2016,"201512130PHO",-0.727349305555556,-0.554477777777778
"2015-12-13","6:00p","Philadelphia 76ers",76,"Toronto Raptors",96,2016,"201512130TOR",0.602997222222222,-2.53795694444444
"2015-12-14","8:00p","Miami Heat",100,"Atlanta Hawks",88,2016,"201512140ATL",1.17988263888889,0.56876866449059
"2015-12-14","7:30p","Orlando Magic",105,"Brooklyn Nets",82,2016,"201512140BRK",-1.23177361111111,0.13396875
"2015-12-14","8:00p","Philadelphia 76ers",96,"Chicago Bulls",115,2016,"201512140CHI",-0.0645090277777778,-2.48906527777778
"2015-12-14","8:30p","Phoenix Suns",94,"Dallas Mavericks",104,2016,"201512140DAL",0.0832625,-0.785563194444444
"2015-12-14","9:00p","Houston Rockets",108,"Denver Nuggets",114,2016,"201512140DEN",-0.61093125,0.027017361111111
"2015-12-14","7:30p","Los Angeles Clippers",105,"Detroit Pistons",103,2016,"201512140DET",0.446088679245283,1.74035348135103
"2015-12-14","7:00p","Toronto Raptors",90,"Indiana Pacers",106,2016,"201512140IND",0.308879861111111,0.559628472222222
"2015-12-14","8:00p","Washington Wizards",95,"Memphis Grizzlies",112,2016,"201512140MEM",-0.0661263888888888,0.380569444444445
"2015-12-14","10:00p","New Orleans Pelicans",101,"Portland Trail Blazers",105,2016,"201512140POR",0.307569613221304,0.00402916666666663
"2015-12-14","8:30p","Utah Jazz",81,"San Antonio Spurs",118,2016,"201512140SAS",1.97187291666667,-0.0912598097090075
"2015-12-15","7:30p","Cleveland Cavaliers",89,"Boston Celtics",77,2016,"201512150BOS",0.780464615598305,1.57935351711687
"2015-12-15","10:30p","Milwaukee Bucks",95,"Los Angeles Lakers",113,2016,"201512150LAL",-2.62075069444444,-0.583981944444445
"2015-12-15","8:00p","Denver Nuggets",112,"Minnesota Timberwolves",100,2016,"201512150MIN",-0.270905555555556,-0.351015277777778
"2015-12-15","10:00p","Houston Rockets",97,"Sacramento Kings",107,2016,"201512150SAC",-0.390913888888889,0.150629166666667
"2015-12-16","8:00p","Philadelphia 76ers",106,"Atlanta Hawks",127,2016,"201512160ATL",0.813663888888889,-2.26157788735329
"2015-12-16","7:30p","Miami Heat",104,"Brooklyn Nets",98,2016,"201512160BRK",-1.1853954586487,0.542829363150219
"2015-12-16","8:00p","Memphis Grizzlies",85,"Chicago Bulls",98,2016,"201512160CHI",0.158204166666667,-0.0827513888888889
"2015-12-16","7:30p","Boston Celtics",116,"Detroit Pistons",119,2016,"201512160DET",0.0922604166666667,0.927748611111111
"2015-12-16","10:30p","Phoenix Suns",103,"Golden State Warriors",128,2016,"201512160GSW",2.37969375,-1.13133541666667
"2015-12-16","7:00p","Dallas Mavericks",81,"Indiana Pacers",107,2016,"201512160IND",0.489604166666667,-0.237536805555556
"2015-12-16","10:30p","Milwaukee Bucks",90,"Los Angeles Clippers",103,2016,"201512160LAC",0.773231720019443,-0.398247222222222
"2015-12-16","7:30p","Minnesota Timberwolves",102,"New York Knicks",107,2016,"201512160NYK",-0.287100493089798,-0.490752725505173
"2015-12-16","8:00p","Portland Trail Blazers",90,"Oklahoma City Thunder",106,2016,"201512160OKC",1.26660555555556,0.178066666666667
"2015-12-16","7:00p","Charlotte Hornets",98,"Orlando Magic",113,2016,"201512160ORL",0.38024375,0.185254861111111
"2015-12-16","8:30p","Washington Wizards",95,"San Antonio Spurs",114,2016,"201512160SAS",2.6212368914508,0.458635321897354
"2015-12-16","9:00p","New Orleans Pelicans",104,"Utah Jazz",94,2016,"201512160UTA",0.242605555555556,-0.24944375
"2015-12-17","7:00p","Toronto Raptors",99,"Charlotte Hornets",109,2016,"201512170CHO",0.0311735849056605,0.717879245283019
"2015-12-17","8:00p","Oklahoma City Thunder",100,"Cleveland Cavaliers",104,2016,"201512170CLE",2.08520763888889,2.11881111111111
"2015-12-17","10:30p","Houston Rockets",107,"Los Angeles Lakers",87,2016,"201512170LAL",-2.50341944444444,0.116565972222222
"2015-12-18","7:30p","Atlanta Hawks",109,"Boston Celtics",101,2016,"201512180BOS",0.908734027777778,1.29170902777778
"2015-12-18","8:00p","Detroit Pistons",147,"Chicago Bulls",144,2016,"201512180CHI",0.319638725490196,0.274334035982156
"2015-12-18","8:30p","Memphis Grizzlies",88,"Dallas Mavericks",97,2016,"201512180DAL",-0.0959381944444444,-0.124534027777778
"2015-12-18","10:30p","Milwaukee Bucks",112,"Golden State Warriors",121,2016,"201512180GSW",3.01437638888889,-0.364990277777778
"2015-12-18","7:00p","Brooklyn Nets",97,"Indiana Pacers",104,2016,"201512180IND",0.712468055555555,-0.775634722222222
"2015-12-18","8:00p","Toronto Raptors",108,"Miami Heat",94,2016,"201512180MIA",0.538927083333333,0.650670138888889
"2015-12-18","8:00p","Sacramento Kings",95,"Minnesota Timberwolves",99,2016,"201512180MIN",-0.415132995346899,0.107664583333333
"2015-12-18","7:00p","Portland Trail Blazers",94,"Orlando Magic",102,2016,"201512180ORL",0.605722222222222,0.564305555555556
"2015-12-18","7:00p","New York Knicks",107,"Philadelphia 76ers",97,2016,"201512180PHI",-2.20980972222222,-0.72416875
"2015-12-18","10:30p","New Orleans Pelicans",88,"Phoenix Suns",104,2016,"201512180PHO",-0.661603472222222,-0.362089873593555
"2015-12-18","8:00p","Los Angeles Clippers",107,"San Antonio Spurs",115,2016,"201512180SAS",2.92687200500035,1.55830289563225
"2015-12-18","9:00p","Denver Nuggets",88,"Utah Jazz",97,2016,"201512180UTA",0.176947916666667,-0.391868055555556
"2015-12-19","8:00p","Los Angeles Clippers",97,"Houston Rockets",107,2016,"201512190HOU",0.142213888888889,1.11332569444444
"2015-12-19","8:00p","Indiana Pacers",84,"Memphis Grizzlies",96,2016,"201512190MEM",-0.138470138888889,0.725570833333333
"2015-12-19","7:30p","Chicago Bulls",91,"New York Knicks",107,2016,"201512190NYK",-0.476000694444444,-0.459743055555556
"2015-12-19","5:00p","Los Angeles Lakers",78,"Oklahoma City Thunder",118,2016,"201512190OKC",1.33655555555556,-2.73092013888889
"2015-12-19","7:00p","Charlotte Hornets",101,"Washington Wizards",109,2016,"201512190WAS",0.737517361111111,0.703110416666667
"2015-12-20","1:00p","Minnesota Timberwolves",100,"Brooklyn Nets",85,2016,"201512200BRK",-0.912959027777778,-0.436377083333333
"2015-12-20","3:30p","Philadelphia 76ers",86,"Cleveland Cavaliers",108,2016,"201512200CLE",0.98003125,-2.20997777777778
"2015-12-20","8:00p","New Orleans Pelicans",130,"Denver Nuggets",125,2016,"201512200DEN",-0.558634722222222,-0.652128472222222
"2015-12-20","1:00p","Portland Trail Blazers",109,"Miami Heat",116,2016,"201512200MIA",0.502884228071394,0.513146746301827
"2015-12-20","6:00p","Atlanta Hawks",103,"Orlando Magic",100,2016,"201512200ORL",0.48253125,1.18171736111111
"2015-12-20","5:00p","Milwaukee Bucks",101,"Phoenix Suns",95,2016,"201512200PHO",-0.841875694444444,-0.657602083333333
"2015-12-20","6:00p","Sacramento Kings",104,"Toronto Raptors",94,2016,"201512200TOR",0.272740277777778,-0.0947784722222224
"2015-12-21","8:00p","Portland Trail Blazers",97,"Atlanta Hawks",106,2016,"201512210ATL",0.889899305555556,-0.393146746301826
"2015-12-21","7:30p","Minnesota Timberwolves",99,"Boston Celtics",113,2016,"201512210BOS",0.202974305555556,-0.523840277777778
"2015-12-21","8:00p","Brooklyn Nets",105,"Chicago Bulls",102,2016,"201512210CHI",0.0794548989653496,-0.761136805555556
"2015-12-21","8:00p","Charlotte Hornets",95,"Houston Rockets",102,2016,"201512210HOU",-0.0159170775748317,0.595825694444444
"2015-12-21","10:30p","Oklahoma City Thunder",100,"Los Angeles Clippers",99,2016,"201512210LAC",1.91229930555556,2.04876605791264
"2015-12-21","7:30p","Orlando Magic",107,"New York Knicks",99,2016,"201512210NYK",-0.491354861111111,0.0162048611111111
"2015-12-21","8:30p","Indiana Pacers",92,"San Antonio Spurs",106,2016,"201512210SAS",2.71694305555556,0.682723611111111
"2015-12-21","9:00p","Phoenix Suns",89,"Utah Jazz",110,2016,"201512210UTA",0.191515277777778,-1.07707847222222
"2015-12-21","7:00p","Sacramento Kings",99,"Washington Wizards",113,2016,"201512210WAS",0.634025,-0.241754166666667
"2015-12-22","9:00p","Los Angeles Lakers",111,"Denver Nuggets",107,2016,"201512220DEN",-0.492613194444444,-2.33815972222222
"2015-12-22","7:30p","Detroit Pistons",93,"Miami Heat",92,2016,"201512220MIA",0.299690972222222,0.1681625
"2015-12-22","7:00p","Memphis Grizzlies",104,"Philadelphia 76ers",90,2016,"201512220PHI",-2.23236458333333,-0.00171527777777779
"2015-12-22","7:30p","Dallas Mavericks",99,"Toronto Raptors",103,2016,"201512220TOR",0.576386362058191,-0.26015625
"2015-12-23","8:00p","Detroit Pistons",100,"Atlanta Hawks",107,2016,"201512230ATL",1.1099375,0.0706944444444446
"2015-12-23","7:30p","Dallas Mavericks",119,"Brooklyn Nets",118,2016,"201512230BRK",-0.754543396226415,-0.28782641509434
"2015-12-23","7:00p","Boston Celtics",102,"Charlotte Hornets",89,2016,"201512230CHO",0.636902777777778,0.807829317408513
"2015-12-23","7:00p","New York Knicks",84,"Cleveland Cavaliers",91,2016,"201512230CLE",2.04839236111111,-0.974401777654329
"2015-12-23","10:30p","Utah Jazz",85,"Golden State Warriors",103,2016,"201512230GSW",3.17847152777778,0.0829562500000001
"2015-12-23","7:00p","Sacramento Kings",108,"Indiana Pacers",106,2016,"201512230IND",0.857641666666667,0.120039583333333
"2015-12-23","10:30p","Oklahoma City Thunder",120,"Los Angeles Lakers",85,2016,"201512230LAL",-2.12932847222222,1.39873194444444
"2015-12-23","8:00p","Philadelphia 76ers",100,"Milwaukee Bucks",113,2016,"201512230MIL",-0.622086805555556,-2.02617986111111
"2015-12-23","8:00p","San Antonio Spurs",108,"Minnesota Timberwolves",83,2016,"201512230MIN",-0.7862375,2.65494861111111
"2015-12-23","8:00p","Portland Trail Blazers",89,"New Orleans Pelicans",115,2016,"201512230NOP",-0.301968055555556,-0.284276388888889
"2015-12-23","7:00p","Houston Rockets",101,"Orlando Magic",104,2016,"201512230ORL",0.283363194444444,0.275350694444444
"2015-12-23","9:00p","Denver Nuggets",104,"Phoenix Suns",96,2016,"201512230PHO",-0.625073611111111,-0.300948611111111
"2015-12-23","7:00p","Memphis Grizzlies",91,"Washington Wizards",100,2016,"201512230WAS",0.554979861111111,-0.0146111111111111
"2015-12-25","5:00p","Cleveland Cavaliers",83,"Golden State Warriors",89,2016,"201512250GSW",3.33349097222222,2.42619513888889
"2015-12-25","8:00p","San Antonio Spurs",84,"Houston Rockets",88,2016,"201512250HOU",-0.0432708333333335,3.11066944444444
"2015-12-25","10:30p","Los Angeles Clippers",94,"Los Angeles Lakers",84,2016,"201512250LAL",-2.61393611111111,1.87406944444444
"2015-12-25","12:00p","New Orleans Pelicans",88,"Miami Heat",94,2016,"201512250MIA",0.635479874213836,-0.139908805031447
"2015-12-25","2:30p","Chicago Bulls",105,"Oklahoma City Thunder",96,2016,"201512250OKC",2.15463194444444,0.1216
"2015-12-26","7:30p","New York Knicks",98,"Atlanta Hawks",117,2016,"201512260ATL",1.00290555555556,-0.688975
"2015-12-26","4:00p","Washington Wizards",111,"Brooklyn Nets",96,2016,"201512260BRK",-1.01296458333333,0.348468055555556
"2015-12-26","7:00p","Memphis Grizzlies",92,"Charlotte Hornets",98,2016,"201512260CHO",0.577010209042295,-0.0216659722222222
"2015-12-26","8:30p","Chicago Bulls",111,"Dallas Mavericks",118,2016,"201512260DAL",-0.133333564830891,0.323765277777778
"2015-12-26","7:30p","Boston Celtics",99,"Detroit Pistons",93,2016,"201512260DET",0.0321831817234915,1.01185277777778
"2015-12-26","5:00p","Toronto Raptors",111,"Milwaukee Bucks",90,2016,"201512260MIL",-0.306328911729981,0.553148611111111
"2015-12-26","8:00p","Indiana Pacers",102,"Minnesota Timberwolves",88,2016,"201512260MIN",-0.298200694444444,0.658884722222222
"2015-12-26","7:00p","Houston Rockets",108,"New Orleans Pelicans",110,2016,"201512260NOP",-0.129433333333333,-0.257301388888889
"2015-12-26","7:00p","Miami Heat",108,"Orlando Magic",101,2016,"201512260ORL",0.222690972222222,0.653681944444444
"2015-12-26","9:00p","Philadelphia 76ers",111,"Phoenix Suns",104,2016,"201512260PHO",-0.940365946809249,-2.00027430555556
"2015-12-26","10:00p","Cleveland Cavaliers",76,"Portland Trail Blazers",105,2016,"201512260POR",-0.241686111111111,0.957385416666667
"2015-12-26","8:30p","Denver Nuggets",86,"San Antonio Spurs",101,2016,"201512260SAS",2.16105416666667,-0.514689583333333
"2015-12-26","9:00p","Los Angeles Clippers",109,"Utah Jazz",104,2016,"201512260UTA",-0.0485862092910214,1.38947357455379
"2015-12-27","7:00p","New York Knicks",91,"Boston Celtics",100,2016,"201512270BOS",1.0583887769984,-0.343022916666667
"2015-12-27","6:00p","Los Angeles Lakers",96,"Memphis Grizzlies",112,2016,"201512270MEM",-0.2835375,-2.4960125
"2015-12-27","7:00p","Denver Nuggets",112,"Oklahoma City Thunder",122,2016,"201512270OKC",2.19047225501771,-1.03143819444444
"2015-12-27","9:00p","Portland Trail Blazers",98,"Sacramento Kings",94,2016,"201512270SAC",0.0804104166666667,-0.261407638888889
"2015-12-28","8:00p","Toronto Raptors",97,"Chicago Bulls",104,2016,"201512280CHI",-0.00200888827164779,0.865375694444444
"2015-12-28","7:00p","Los Angeles Lakers",98,"Charlotte Hornets",108,2016,"201512280CHO",0.666322222222222,-2.34561805555556
"2015-12-28","8:30p","Milwaukee Bucks",93,"Dallas Mavericks",103,2016,"201512280DAL",-0.138636111111111,-0.458783333333333
"2015-12-28","10:30p","Sacramento Kings",103,"Golden State Warriors",122,2016,"201512280GSW",2.64713888888889,-1.05290833333333
"2015-12-28","7:00p","Atlanta Hawks",87,"Indiana Pacers",93,2016,"201512280IND",0.836450940906881,1.09261458333333
"2015-12-28","7:30p","Brooklyn Nets",111,"Miami Heat",105,2016,"201512280MIA",0.60150625,-1.11782971039656
"2015-12-28","7:00p","New Orleans Pelicans",89,"Orlando Magic",104,2016,"201512280ORL",0.338155555555556,-0.667940972222222
"2015-12-28","9:00p","Cleveland Cavaliers",101,"Phoenix Suns",97,2016,"201512280PHO",-1.38884375,1.82978055555556
"2015-12-28","8:30p","Minnesota Timberwolves",95,"San Antonio Spurs",101,2016,"201512280SAS",2.66500833333333,-0.610122916666667
"2015-12-28","9:00p","Philadelphia 76ers",91,"Utah Jazz",95,2016,"201512280UTA",0.0849902777777779,-1.9711334120425
"2015-12-28","7:00p","Los Angeles Clippers",108,"Washington Wizards",91,2016,"201512280WAS",0.284104861111111,1.01272083333333
"2015-12-29","9:00p","Cleveland Cavaliers",93,"Denver Nuggets",87,2016,"201512290DEN",-0.658901388888889,1.8776
"2015-12-29","8:00p","Atlanta Hawks",121,"Houston Rockets",115,2016,"201512290HOU",0.413173611111111,1.02336434969794
"2015-12-29","8:00p","Miami Heat",90,"Memphis Grizzlies",99,2016,"201512290MEM",0.238448427672956,0.711174842767296
"2015-12-29","7:30p","Detroit Pistons",96,"New York Knicks",108,2016,"201512290NYK",-0.452149850704812,0.320640972222222
"2015-12-29","8:00p","Milwaukee Bucks",123,"Oklahoma City Thunder",131,2016,"201512290OKC",2.02593721786235,-0.152746527777778
"2015-12-30","7:30p","Los Angeles Lakers",112,"Boston Celtics",104,2016,"201512300BOS",1.0668807721686,-2.51841597222222
"2015-12-30","8:00p","Indiana Pacers",100,"Chicago Bulls",102,2016,"201512300CHI",0.297518238993711,0.67322641509434
"2015-12-30","7:00p","Los Angeles Clippers",122,"Charlotte Hornets",117,2016,"201512300CHO",0.355411111111111,1.07254791666667
"2015-12-30","8:30p","Golden State Warriors",91,"Dallas Mavericks",114,2016,"201512300DAL",-0.340450694444444,1.13676319444444
"2015-12-30","8:00p","Utah Jazz",80,"Minnesota Timberwolves",94,2016,"201512300MIN",-0.509152083333333,0.176270833333333
"2015-12-30","7:00p","Brooklyn Nets",93,"Orlando Magic",100,2016,"201512300ORL",0.270304861111111,-1.03027779706924
"2015-12-30","10:00p","Denver Nuggets",103,"Portland Trail Blazers",110,2016,"201512300POR",0.0447090277777778,-1.03607194944093
"2015-12-30","10:00p","Philadelphia 76ers",110,"Sacramento Kings",105,2016,"201512300SAC",-0.124727777777778,-2.30702152777778
"2015-12-30","8:30p","Phoenix Suns",79,"San Antonio Spurs",112,2016,"201512300SAS",2.12054444444444,-1.56237777777778
"2015-12-30","7:30p","Washington Wizards",91,"Toronto Raptors",94,2016,"201512300TOR",0.768752777777778,0.63255625
"2015-12-31","6:00p","Minnesota Timberwolves",90,"Detroit Pistons",115,2016,"201512310DET",0.175836111111111,-0.890052777777778
"2015-12-31","7:00p","Golden State Warriors",114,"Houston Rockets",110,2016,"201512310HOU",0.261886111111111,2.10672755052434
"2015-12-31","6:00p","Milwaukee Bucks",120,"Indiana Pacers",116,2016,"201512310IND",0.2135625,-0.33974375
"2015-12-31","8:00p","Los Angeles Clippers",95,"New Orleans Pelicans",89,2016,"201512310NOP",-0.262558333333333,1.24486666666667
"2015-12-31","8:00p","Phoenix Suns",106,"Oklahoma City Thunder",110,2016,"201512310OKC",1.93108055555556,-1.73705069444444
"2015-12-31","9:00p","Portland Trail Blazers",96,"Utah Jazz",109,2016,"201512310UTA",-0.0042173611111111,-0.136127777777778
"2016-01-01","8:00p","New York Knicks",81,"Chicago Bulls",108,2016,"201601010CHI",0.177924305555556,-0.362727777777778
"2016-01-01","10:30p","Philadelphia 76ers",84,"Los Angeles Lakers",93,2016,"201601010LAL",-2.58722430555556,-2.49417361111111
"2016-01-01","7:30p","Dallas Mavericks",82,"Miami Heat",106,2016,"201601010MIA",0.549090277777778,-0.232047916666667
"2016-01-01","7:30p","Charlotte Hornets",94,"Toronto Raptors",104,2016,"201601010TOR",1.00343402777778,0.477796527777778
"2016-01-01","7:00p","Orlando Magic",91,"Washington Wizards",103,2016,"201601010WAS",0.570073611111111,0.404991666666667
"2016-01-02","3:00p","Brooklyn Nets",100,"Boston Celtics",97,2016,"201601020BOS",0.821721527777778,-0.922609722222222
"2016-01-02","7:00p","Oklahoma City Thunder",109,"Charlotte Hornets",90,2016,"201601020CHO",-0.0362659722222222,1.46430486111111
"2016-01-02","7:30p","Orlando Magic",79,"Cleveland Cavaliers",104,2016,"201601020CLE",1.41449652777778,-0.479384722222222
"2016-01-02","8:30p","New Orleans Pelicans",105,"Dallas Mavericks",98,2016,"201601020DAL",0.0316527777777778,-0.509753472222222
"2016-01-02","10:30p","Denver Nuggets",108,"Golden State Warriors",111,2016,"201601020GSW",2.77519715741148,-0.940059748427673
"2016-01-02","7:00p","Detroit Pistons",82,"Indiana Pacers",94,2016,"201601020IND",0.539911111111111,0.364358333333333
"2016-01-02","10:30p","Philadelphia 76ers",99,"Los Angeles Clippers",130,2016,"201601020LAC",0.690810416666667,-2.17202361111111
"2016-01-02","8:00p","Milwaukee Bucks",95,"Minnesota Timberwolves",85,2016,"201601020MIN",-0.775321527777778,-0.700239583333333
"2016-01-02","5:00p","Phoenix Suns",119,"Sacramento Kings",142,2016,"201601020SAC",-0.530847916666667,-1.76972222222222
"2016-01-02","8:30p","Houston Rockets",103,"San Antonio Spurs",121,2016,"201601020SAS",2.66899305555556,-0.234239183276617
"2016-01-02","9:00p","Memphis Grizzlies",87,"Utah Jazz",92,2016,"201601020UTA",0.24634316623687,0.25782641509434
"2016-01-03","9:00p","Portland Trail Blazers",112,"Denver Nuggets",106,2016,"201601030DEN",-0.165673611111111,-0.183053472222222
"2016-01-03","9:30p","Phoenix Suns",77,"Los Angeles Lakers",97,2016,"201601030LAL",-2.46846805555556,-1.38487916666667
"2016-01-03","3:30p","Atlanta Hawks",97,"New York Knicks",111,2016,"201601030NYK",-0.572265972222222,0.835934722222222
"2016-01-03","3:30p","Chicago Bulls",115,"Toronto Raptors",113,2016,"201601030TOR",0.948419444444444,0.537581082019585
"2016-01-03","6:00p","Miami Heat",97,"Washington Wizards",75,2016,"201601030WAS",0.358424305555556,0.387586805555556
"2016-01-04","7:30p","Boston Celtics",103,"Brooklyn Nets",94,2016,"201601040BRK",-1.19884922564067,0.949514583333333
"2016-01-04","7:00p","Toronto Raptors",100,"Cleveland Cavaliers",122,2016,"201601040CLE",1.95023819444444,0.660503472222222
"2016-01-04","7:30p","Orlando Magic",89,"Detroit Pistons",115,2016,"201601040DET",-0.0067784722222222,-0.0496256944444445
"2016-01-04","10:30p","Charlotte Hornets",101,"Golden State Warriors",111,2016,"201601040GSW",2.94044652777778,0.350379861111111
"2016-01-04","7:30p","Indiana Pacers",100,"Miami Heat",103,2016,"201601040MIA",0.300217596377586,0.471545911949685
"2016-01-04","8:00p","San Antonio Spurs",123,"Milwaukee Bucks",98,2016,"201601040MIL",-0.635458333333333,2.60482847222222
"2016-01-04","8:00p","Sacramento Kings",116,"Oklahoma City Thunder",104,2016,"201601040OKC",0.890300694444444,-0.48859375
"2016-01-04","7:00p","Minnesota Timberwolves",99,"Philadelphia 76ers",109,2016,"201601040PHI",-2.35907430555556,-0.589851388888889
"2016-01-04","10:00p","Memphis Grizzlies",91,"Portland Trail Blazers",78,2016,"201601040POR",0.345070138888889,-0.0801416666666666
"2016-01-04","9:00p","Houston Rockets",93,"Utah Jazz",91,2016,"201601040UTA",0.143227553642108,0.271890840913825
"2016-01-05","8:00p","New York Knicks",107,"Atlanta Hawks",101,2016,"201601050ATL",1.26995208333333,-0.302927777777778
"2016-01-05","8:00p","Milwaukee Bucks",106,"Chicago Bulls",117,2016,"201601050CHI",0.299209027777778,-0.177391666666667
"2016-01-05","8:30p","Sacramento Kings",116,"Dallas Mavericks",117,2016,"201601050DAL",0.101313293867464,-0.831963680248262
"2016-01-05","10:30p","Golden State Warriors",109,"Los Angeles Lakers",88,2016,"201601050LAL",-2.32768888888889,1.87735833333333
"2016-01-06","7:30p","Detroit Pistons",99,"Boston Celtics",94,2016,"201601060BOS",1.11193194444444,0.206010416666667
"2016-01-06","7:30p","Toronto Raptors",91,"Brooklyn Nets",74,2016,"201601060BRK",-1.28559236111111,0.688810416666667
"2016-01-06","7:00p","New York Knicks",98,"Miami Heat",90,2016,"201601060MIA",0.528089583333333,-0.374833333333333
"2016-01-06","8:00p","Denver Nuggets",78,"Minnesota Timberwolves",74,2016,"201601060MIN",-0.286248611111111,0.133181723491424
"2016-01-06","8:00p","Dallas Mavericks",100,"New Orleans Pelicans",91,2016,"201601060NOP",-0.248404861111111,-1.35756388888889
"2016-01-06","9:30p","Memphis Grizzlies",94,"Oklahoma City Thunder",112,2016,"201601060OKC",1.465975,-0.491533333333333
"2016-01-06","7:00p","Indiana Pacers",95,"Orlando Magic",86,2016,"201601060ORL",0.237226890756302,0.634403472222222
"2016-01-06","9:00p","Charlotte Hornets",102,"Phoenix Suns",111,2016,"201601060PHO",-1.48208125,-0.245990277777778
"2016-01-06","10:00p","Los Angeles Clippers",109,"Portland Trail Blazers",98,2016,"201601060POR",-0.055663495590584,1.29188902007084
"2016-01-06","8:30p","Utah Jazz",98,"San Antonio Spurs",123,2016,"201601060SAS",2.31750277777778,-0.244348611111111
"2016-01-06","7:00p","Cleveland Cavaliers",121,"Washington Wizards",115,2016,"201601060WAS",0.84094375,2.52557600166655
"2016-01-07","8:00p","Boston Celtics",92,"Chicago Bulls",101,2016,"201601070CHI",0.0397875,1.18019166666667
"2016-01-07","8:00p","Utah Jazz",94,"Houston Rockets",103,2016,"201601070HOU",-0.134282638888889,0.0586034722222222
"2016-01-07","7:00p","Atlanta Hawks",126,"Philadelphia 76ers",98,2016,"201601070PHI",-2.50509722222222,0.819015277777778
"2016-01-07","10:30p","Los Angeles Lakers",115,"Sacramento Kings",118,2016,"201601070SAC",-0.766506944444444,-2.25475
"2016-01-08","7:30p","Orlando Magic",83,"Brooklyn Nets",77,2016,"201601080BRK",-1.39860069444444,0.357666666666667
"2016-01-08","10:30p","Oklahoma City Thunder",117,"Los Angeles Lakers",113,2016,"201601080LAL",-2.25461527777778,1.90794166666667
"2016-01-08","8:00p","Denver Nuggets",84,"Memphis Grizzlies",91,2016,"201601080MEM",-0.343324305555555,-0.404572916666667
"2016-01-08","8:00p","Dallas Mavericks",95,"Milwaukee Bucks",96,2016,"201601080MIL",-0.391734027777778,0.0697833333333333
"2016-01-08","8:00p","Cleveland Cavaliers",125,"Minnesota Timberwolves",99,2016,"201601080MIN",-0.772015972222222,1.67549513888889
"2016-01-08","8:00p","Indiana Pacers",91,"New Orleans Pelicans",86,2016,"201601080NOP",-0.539972222222222,0.552075
"2016-01-08","9:30p","Miami Heat",103,"Phoenix Suns",95,2016,"201601080PHO",-1.84231666666667,0.4358625
"2016-01-08","10:00p","Golden State Warriors",128,"Portland Trail Blazers",108,2016,"201601080POR",0.0690118055555556,2.32696875
"2016-01-08","8:30p","New York Knicks",99,"San Antonio Spurs",100,2016,"201601080SAS",2.90534722222222,-0.309001458232067
"2016-01-08","7:00p","Toronto Raptors",97,"Washington Wizards",88,2016,"201601080WAS",0.696674536490522,0.944320533296299
"2016-01-09","5:00p","Chicago Bulls",105,"Atlanta Hawks",120,2016,"201601090ATL",1.18522847222222,0.245561111111111
"2016-01-09","7:30p","Brooklyn Nets",89,"Detroit Pistons",103,2016,"201601090DET",-0.263254166666667,-1.37425138888889
"2016-01-09","3:30p","Charlotte Hornets",83,"Los Angeles Clippers",97,2016,"201601090LAC",1.09157361111111,0.456504166666667
"2016-01-09","7:00p","Washington Wizards",105,"Orlando Magic",99,2016,"201601090ORL",0.2917,0.612758333333333
"2016-01-09","7:30p","Toronto Raptors",108,"Philadelphia 76ers",95,2016,"201601090PHI",-2.58020069444444,0.879009722222222
"2016-01-09","10:00p","Golden State Warriors",128,"Sacramento Kings",116,2016,"201601090SAC",-0.737163391431151,3.08678563988612
"2016-01-09","9:00p","Miami Heat",83,"Utah Jazz",98,2016,"201601090UTA",0.0190763888888889,0.534538194444445
"2016-01-10","8:00p","Charlotte Hornets",92,"Denver Nuggets",95,2016,"201601100DEN",-0.454676388888889,0.667464583333333
"2016-01-10","7:00p","Indiana Pacers",103,"Houston Rockets",107,2016,"201601100HOU",0.436872327044025,0.57895534591195
"2016-01-10","3:30p","New Orleans Pelicans",111,"Los Angeles Clippers",114,2016,"201601100LAC",1.44630566037736,-0.602681761006289
"2016-01-10","9:30p","Utah Jazz",86,"Los Angeles Lakers",74,2016,"201601100LAL",-2.51542083333333,0.301286805555556
"2016-01-10","6:00p","Boston Celtics",98,"Memphis Grizzlies",101,2016,"201601100MEM",-0.46381223526144,1.33393888888889
"2016-01-10","5:00p","Dallas Mavericks",93,"Minnesota Timberwolves",87,2016,"201601100MIN",-0.776922916666667,0.105998611111111
"2016-01-10","7:30p","Milwaukee Bucks",88,"New York Knicks",100,2016,"201601100NYK",-0.516094444444444,-0.773347684188598
"2016-01-10","6:00p","Cleveland Cavaliers",95,"Philadelphia 76ers",85,2016,"201601100PHI",-2.00404375,2.44790625
"2016-01-10","9:00p","Oklahoma City Thunder",110,"Portland Trail Blazers",115,2016,"201601100POR",0.701285416666667,2.39301527777778
