"game_date","game_time_start","away_team","away_points","home_team","home_points","season","game_code","home_rpm","away_rpm"
"2014-01-24","7:00p","Toronto Raptors",104,"Philadelphia 76ers",95,2014,"201401240PHI",-2.48018958333333,0.842056944444444
"2014-01-24","9:00p","Washington Wizards",101,"Phoenix Suns",95,2014,"201401240PHO",0.475624305555556,0.773068055555555
"2014-01-24","10:00p","Indiana Pacers",116,"Sacramento Kings",111,2014,"201401240SAC",-1.63028616352201,1.5895572327044
"2014-01-25","7:00p","Chicago Bulls",89,"Charlotte Bobcats",87,2014,"201401250CHA",-0.578090277777778,0.211179861111111
"2014-01-25","9:00p","Indiana Pacers",96,"Denver Nuggets",109,2014,"201401250DEN",-0.594745833333334,1.16318263888889
"2014-01-25","8:00p","Houston Rockets",81,"Memphis Grizzlies",99,2014,"201401250MEM",0.669336805555556,1.37150208333333
"2014-01-25","8:30p","Atlanta Hawks",112,"Milwaukee Bucks",87,2014,"201401250MIL",-2.34874652777778,-0.577367361111111
"2014-01-25","7:30p","Oklahoma City Thunder",103,"Philadelphia 76ers",91,2014,"201401250PHI",-2.36558472222222,2.10225902777778
"2014-01-25","10:00p","Minnesota Timberwolves",104,"Portland Trail Blazers",115,2014,"201401250POR",0.830032638888889,1.49898402777778
"2014-01-25","7:00p","Los Angeles Clippers",126,"Toronto Raptors",118,2014,"201401250TOR",0.633847222222222,1.06466041666667
"2014-01-25","9:00p","Washington Wizards",101,"Utah Jazz",104,2014,"201401250UTA",-1.50336736111111,0.708818055555556
"2014-01-26","6:30p","Brooklyn Nets",85,"Boston Celtics",79,2014,"201401260BOS",-1.08662569444444,1.04722152777778
"2014-01-26","6:00p","Phoenix Suns",99,"Cleveland Cavaliers",90,2014,"201401260CLE",0.216673611111111,0.40675
"2014-01-26","7:30p","Detroit Pistons",106,"Dallas Mavericks",116,2014,"201401260DAL",1.30867361111111,-0.486247916666667
"2014-01-26","9:00p","Portland Trail Blazers",88,"Golden State Warriors",103,2014,"201401260GSW",2.24603888888889,0.639215972222222
"2014-01-26","1:00p","San Antonio Spurs",101,"Miami Heat",113,2014,"201401260MIA",1.03514166666667,0.929110416666667
"2014-01-26","6:00p","Orlando Magic",92,"New Orleans Pelicans",100,2014,"201401260NOP",-1.12147083333333,-1.52357361111111
"2014-01-26","3:30p","Los Angeles Lakers",103,"New York Knicks",110,2014,"201401260NYK",1.3802,-0.944384027777778
"2014-01-26","9:00p","Denver Nuggets",125,"Sacramento Kings",117,2014,"201401260SAC",-1.9353375,-0.501595833333333
"2014-01-27","7:30p","Toronto Raptors",104,"Brooklyn Nets",103,2014,"201401270BRK",1.0920875,0.87528125
"2014-01-27","8:00p","Minnesota Timberwolves",95,"Chicago Bulls",86,2014,"201401270CHI",-0.771980555555556,0.703834027777778
"2014-01-27","8:00p","Los Angeles Clippers",114,"Milwaukee Bucks",86,2014,"201401270MIL",-2.56212361111111,0.598838194444444
"2014-01-27","8:00p","Atlanta Hawks",109,"Oklahoma City Thunder",111,2014,"201401270OKC",1.95764861111111,0.247252083333333
"2014-01-27","7:00p","Phoenix Suns",124,"Philadelphia 76ers",113,2014,"201401270PHI",-2.28997013888889,-0.0082590277777778
"2014-01-27","9:00p","Sacramento Kings",99,"Utah Jazz",106,2014,"201401270UTA",-1.66052013888889,-2.07108263888889
"2014-01-28","7:00p","New Orleans Pelicans",100,"Cleveland Cavaliers",89,2014,"201401280CLE",-1.04915277777778,-1.41591111111111
"2014-01-28","7:30p","Orlando Magic",87,"Detroit Pistons",103,2014,"201401280DET",-0.831274305555555,-1.82775069444444
"2014-01-28","10:30p","Washington Wizards",88,"Golden State Warriors",85,2014,"201401280GSW",2.14115069444444,0.897733333333333
"2014-01-28","8:00p","San Antonio Spurs",90,"Houston Rockets",97,2014,"201401280HOU",0.75218125,1.30590555555556
"2014-01-28","10:30p","Indiana Pacers",104,"Los Angeles Lakers",92,2014,"201401280LAL",-1.27706458333333,1.29177361111111
"2014-01-28","7:30p","Boston Celtics",88,"New York Knicks",114,2014,"201401280NYK",0.753736805555556,-1.43928333333333
"2014-01-28","10:00p","Memphis Grizzlies",98,"Portland Trail Blazers",81,2014,"201401280POR",1.05071944444444,0.979244444444444
"2014-01-29","7:30p","Philadelphia 76ers",95,"Boston Celtics",94,2014,"201401290BOS",-1.22195555555556,-2.40271458333333
"2014-01-29","8:30p","Houston Rockets",117,"Dallas Mavericks",115,2014,"201401290DAL",1.30903125,0.92054375
"2014-01-29","9:00p","Charlotte Bobcats",101,"Denver Nuggets",98,2014,"201401290DEN",-1.07886597222222,-0.637973611111111
"2014-01-29","10:30p","Washington Wizards",103,"Los Angeles Clippers",110,2014,"201401290LAC",1.25110972222222,0.228695833333333
"2014-01-29","7:00p","Oklahoma City Thunder",112,"Miami Heat",95,2014,"201401290MIA",2.32600833333333,1.82126388888889
"2014-01-29","8:00p","Phoenix Suns",126,"Milwaukee Bucks",117,2014,"201401290MIL",-1.93304791666667,-0.121793055555555
"2014-01-29","8:00p","New Orleans Pelicans",77,"Minnesota Timberwolves",88,2014,"201401290MIN",0.576378472222222,-1.63142986111111
"2014-01-29","10:00p","Memphis Grizzlies",99,"Sacramento Kings",89,2014,"201401290SAC",-1.1291375,0.8746
"2014-01-29","9:30p","Chicago Bulls",96,"San Antonio Spurs",86,2014,"201401290SAS",0.71018125,0.745550694444445
"2014-01-29","7:00p","Orlando Magic",83,"Toronto Raptors",98,2014,"201401290TOR",0.728418055555556,-1.30421736111111
"2014-01-30","10:30p","Los Angeles Clippers",92,"Golden State Warriors",111,2014,"201401300GSW",1.62694722222222,1.04795138888889
"2014-01-30","7:00p","Phoenix Suns",102,"Indiana Pacers",94,2014,"201401300IND",1.59473958333333,0.524252777777778
"2014-01-30","8:00p","Cleveland Cavaliers",86,"New York Knicks",117,2014,"201401300NYK",0.887434722222222,-0.977638194444444
"2014-01-31","8:00p","Oklahoma City Thunder",120,"Brooklyn Nets",95,2014,"201401310BRK",0.171271527777778,1.21270138888889
"2014-01-31","8:30p","Sacramento Kings",103,"Dallas Mavericks",107,2014,"201401310DAL",1.7000875,-1.06083472222222
"2014-01-31","9:00p","Toronto Raptors",100,"Denver Nuggets",90,2014,"201401310DEN",-1.30798333333333,0.256607638888889
"2014-01-31","10:30p","Charlotte Bobcats",110,"Los Angeles Lakers",100,2014,"201401310LAL",-0.87628125,-0.450966666666667
"2014-01-31","8:00p","Memphis Grizzlies",94,"Minnesota Timberwolves",90,2014,"201401310MIN",0.500126388888889,0.933447222222222
"2014-01-31","7:00p","Milwaukee Bucks",102,"Orlando Magic",113,2014,"201401310ORL",-1.89186319444444,-1.64677430555556
"2014-01-31","7:30p","Atlanta Hawks",125,"Philadelphia 76ers",99,2014,"201401310PHI",-2.85015347222222,-0.551002777777778
"2014-01-31","10:30p","Golden State Warriors",95,"Utah Jazz",90,2014,"201401310UTA",-1.98273194444444,2.29971111111111
"2014-02-01","7:30p","Minnesota Timberwolves",113,"Atlanta Hawks",120,2014,"201402010ATL",0.161596527777778,0.793640277777778
"2014-02-01","7:30p","Philadelphia 76ers",96,"Detroit Pistons",113,2014,"201402010DET",-1.01694305555556,-3.00632013888889
"2014-02-01","8:00p","Cleveland Cavaliers",92,"Houston Rockets",106,2014,"201402010HOU",1.54101458333333,-0.906374305555556
"2014-02-01","7:00p","Brooklyn Nets",96,"Indiana Pacers",97,2014,"201402010IND",1.50357430555556,1.01042430555556
"2014-02-01","10:30p","Utah Jazz",87,"Los Angeles Clippers",102,2014,"201402010LAC",0.943583333333333,-1.77103402777778
"2014-02-01","8:00p","Milwaukee Bucks",90,"Memphis Grizzlies",99,2014,"201402010MEM",0.0174076388888888,-1.50778333333333
"2014-02-01","8:00p","Chicago Bulls",79,"New Orleans Pelicans",88,2014,"201402010NOP",-1.37191736111111,0.660904861111111
"2014-02-01","8:30p","Miami Heat",106,"New York Knicks",91,2014,"201402010NYK",1.35556805555556,2.68775833333333
"2014-02-01","9:00p","Charlotte Bobcats",95,"Phoenix Suns",105,2014,"201402010PHO",-0.419692361111111,-0.758643055555556
"2014-02-01","10:00p","Toronto Raptors",103,"Portland Trail Blazers",106,2014,"201402010POR",0.924708333333333,0.532397916666667
"2014-02-01","8:30p","Sacramento Kings",93,"San Antonio Spurs",95,2014,"201402010SAS",0.985505555555556,-0.808154861111111
"2014-02-01","7:00p","Oklahoma City Thunder",81,"Washington Wizards",96,2014,"201402010WAS",0.635456944444445,1.52711041666667
"2014-02-02","1:00p","Orlando Magic",89,"Boston Celtics",96,2014,"201402020BOS",-0.845829861111111,-1.750725
"2014-02-03","7:30p","Philadelphia 76ers",102,"Brooklyn Nets",108,2014,"201402030BRK",0.0597756944444445,-2.43242777777778
"2014-02-03","8:30p","Cleveland Cavaliers",107,"Dallas Mavericks",124,2014,"201402030DAL",1.29680138888889,-0.682811805555555
"2014-02-03","9:00p","Los Angeles Clippers",115,"Denver Nuggets",116,2014,"201402030DEN",-0.510994444444445,1.26834236111111
"2014-02-03","7:00p","Orlando Magic",79,"Indiana Pacers",98,2014,"201402030IND",0.808015972222222,-1.81781527777778
"2014-02-03","7:30p","Detroit Pistons",96,"Miami Heat",102,2014,"201402030MIA",2.18715138888889,-0.942495833333333
"2014-02-03","8:00p","New York Knicks",98,"Milwaukee Bucks",101,2014,"201402030MIL",-1.41079791666667,1.16630902777778
"2014-02-03","8:00p","San Antonio Spurs",102,"New Orleans Pelicans",95,2014,"201402030NOP",-1.25679722222222,1.67764583333333
"2014-02-03","8:00p","Memphis Grizzlies",77,"Oklahoma City Thunder",86,2014,"201402030OKC",1.41228333333333,0.301788194444444
"2014-02-03","10:00p","Chicago Bulls",70,"Sacramento Kings",99,2014,"201402030SAC",-1.03648055555556,-0.706063888888889
"2014-02-03","9:00p","Toronto Raptors",94,"Utah Jazz",79,2014,"201402030UTA",-1.43989097222222,0.507720833333333
"2014-02-03","7:00p","Portland Trail Blazers",90,"Washington Wizards",100,2014,"201402030WAS",0.709689583333333,1.26993333333333
"2014-02-04","7:30p","Indiana Pacers",89,"Atlanta Hawks",85,2014,"201402040ATL",-0.204974305555556,1.34775277777778
"2014-02-04","10:30p","Charlotte Bobcats",91,"Golden State Warriors",75,2014,"201402040GSW",1.88381875,-0.0160215277777778
"2014-02-04","8:00p","Los Angeles Lakers",99,"Minnesota Timberwolves",109,2014,"201402040MIN",0.726829166666666,-1.427225
"2014-02-04","9:00p","Chicago Bulls",101,"Phoenix Suns",92,2014,"201402040PHO",0.495173611111111,0.652902083333333
"2014-02-05","7:00p","Los Angeles Lakers",119,"Cleveland Cavaliers",108,2014,"201402050CLE",0.108046527777778,-1.79870416666667
"2014-02-05","9:00p","Milwaukee Bucks",100,"Denver Nuggets",110,2014,"201402050DEN",-0.824764583333333,-1.28414652777778
"2014-02-05","8:00p","Phoenix Suns",108,"Houston Rockets",122,2014,"201402050HOU",1.70947916666667,0.0983375
"2014-02-05","10:30p","Miami Heat",116,"Los Angeles Clippers",112,2014,"201402050LAC",1.25994236111111,2.64485277777778
"2014-02-05","8:00p","Dallas Mavericks",110,"Memphis Grizzlies",96,2014,"201402050MEM",0.380993055555555,1.40680277777778
"2014-02-05","8:00p","Atlanta Hawks",100,"New Orleans Pelicans",105,2014,"201402050NOP",-1.34597083333333,0.449094444444444
"2014-02-05","8:00p","Portland Trail Blazers",94,"New York Knicks",90,2014,"201402050NYK",0.915893055555556,1.04999305555556
"2014-02-05","8:00p","Minnesota Timberwolves",97,"Oklahoma City Thunder",106,2014,"201402050OKC",1.56390555555556,-0.466159722222222
"2014-02-05","7:00p","Detroit Pistons",98,"Orlando Magic",112,2014,"201402050ORL",-1.56967013888889,-0.646200694444444
"2014-02-05","7:00p","Boston Celtics",114,"Philadelphia 76ers",108,2014,"201402050PHI",-2.57905486111111,-0.818052083333333
"2014-02-05","10:00p","Toronto Raptors",101,"Sacramento Kings",109,2014,"201402050SAC",-0.499014583333333,0.884025694444444
"2014-02-05","7:00p","San Antonio Spurs",125,"Washington Wizards",118,2014,"201402050WAS",0.624386206896552,1.35643390804598
"2014-02-06","8:00p","San Antonio Spurs",89,"Brooklyn Nets",103,2014,"201402060BRK",0.556378472222222,-0.432539583333333
"2014-02-06","10:30p","Chicago Bulls",87,"Golden State Warriors",102,2014,"201402060GSW",1.86383263888889,1.46999027777778
"2014-02-07","7:30p","Sacramento Kings",89,"Boston Celtics",99,2014,"201402070BOS",-1.11863333333333,-1.00412361111111
"2014-02-07","8:30p","Utah Jazz",81,"Dallas Mavericks",103,2014,"201402070DAL",1.09906388888889,-1.61396458333333
"2014-02-07","7:30p","Brooklyn Nets",95,"Detroit Pistons",111,2014,"201402070DET",-0.664265277777778,-0.803822222222222
"2014-02-07","7:00p","Portland Trail Blazers",113,"Indiana Pacers",118,2014,"201402070IND",1.38068867924528,1.28417106918239
"2014-02-07","10:30p","Toronto Raptors",105,"Los Angeles Clippers",118,2014,"201402070LAC",0.824752083333333,0.79454375
"2014-02-07","9:30p","Minnesota Timberwolves",91,"New Orleans Pelicans",98,2014,"201402070NOP",-1.45434236111111,0.745161805555555
"2014-02-07","7:30p","Denver Nuggets",90,"New York Knicks",117,2014,"201402070NYK",0.345194444444444,-0.697819444444445
"2014-02-07","7:00p","Oklahoma City Thunder",102,"Orlando Magic",103,2014,"201402070ORL",-1.46801180555556,1.80814513888889
"2014-02-07","7:00p","Los Angeles Lakers",112,"Philadelphia 76ers",98,2014,"201402070PHI",-2.47506319444444,-1.50350069444444
"2014-02-07","7:00p","Cleveland Cavaliers",115,"Washington Wizards",113,2014,"201402070WAS",0.769295833333333,-1.08771597222222
"2014-02-08","7:30p","Memphis Grizzlies",79,"Atlanta Hawks",76,2014,"201402080ATL",0.542686805555555,0.326645833333333
"2014-02-08","7:00p","San Antonio Spurs",104,"Charlotte Bobcats",100,2014,"201402080CHA",0.102622916666667,1.31374861111111
"2014-02-08","7:30p","Denver Nuggets",109,"Detroit Pistons",126,2014,"201402080DET",-0.516534722222222,-1.18598541666667
"2014-02-08","8:30p","Houston Rockets",101,"Milwaukee Bucks",95,2014,"201402080MIL",-2.27233958333333,1.78006111111111
"2014-02-08","8:00p","Portland Trail Blazers",117,"Minnesota Timberwolves",110,2014,"201402080MIN",-0.346820138888889,0.837197916666667
"2014-02-08","9:00p","Golden State Warriors",109,"Phoenix Suns",122,2014,"201402080PHO",0.705253472222222,1.79635277777778
"2014-02-08","9:00p","Miami Heat",89,"Utah Jazz",94,2014,"201402080UTA",-1.55801041666667,2.36619722222222
"2014-02-09","6:00p","Dallas Mavericks",102,"Boston Celtics",91,2014,"201402090BOS",-0.860798611111111,1.37558194444444
"2014-02-09","6:00p","New Orleans Pelicans",81,"Brooklyn Nets",93,2014,"201402090BRK",0.0419048611111111,-1.003725
"2014-02-09","6:00p","Memphis Grizzlies",83,"Cleveland Cavaliers",91,2014,"201402090CLE",0.406430817610063,0.268783647798742
"2014-02-09","9:30p","Philadelphia 76ers",78,"Los Angeles Clippers",123,2014,"201402090LAC",1.43002916666667,-2.9084125
"2014-02-09","3:30p","Chicago Bulls",92,"Los Angeles Lakers",86,2014,"201402090LAL",-1.53636875,1.29028680555556
"2014-02-09","1:00p","New York Knicks",100,"Oklahoma City Thunder",112,2014,"201402090OKC",1.83965763888889,0.738203472222222
"2014-02-09","6:00p","Indiana Pacers",92,"Orlando Magic",93,2014,"201402090ORL",-1.45522708333333,1.47803958333333
"2014-02-09","6:00p","Sacramento Kings",84,"Washington Wizards",93,2014,"201402090WAS",0.754252777777778,-0.42773125
"2014-02-10","7:30p","San Antonio Spurs",100,"Detroit Pistons",109,2014,"201402100DET",-0.778178472222222,0.331246527777778
"2014-02-10","10:30p","Philadelphia 76ers",80,"Golden State Warriors",123,2014,"201402100GSW",0.798600694444444,-2.95666111111111
"2014-02-10","7:00p","Denver Nuggets",80,"Indiana Pacers",119,2014,"201402100IND",0.596540972222222,-1.65098680555556
"2014-02-10","8:00p","Boston Celtics",102,"Milwaukee Bucks",86,2014,"201402100MIL",-2.20509305555556,-1.29001458333333
"2014-02-10","8:00p","Houston Rockets",107,"Minnesota Timberwolves",89,2014,"201402100MIN",0.476364583333333,1.60337708333333
"2014-02-10","7:00p","New Orleans Pelicans",101,"Toronto Raptors",108,2014,"201402100TOR",0.175492361111111,-1.42725069444444
"2014-02-11","7:00p","Dallas Mavericks",89,"Charlotte Bobcats",114,2014,"201402110CHA",-0.101268055555556,0.822901388888889
"2014-02-11","8:00p","Atlanta Hawks",85,"Chicago Bulls",100,2014,"201402110CHI",1.44187361111111,0.325622916666667
"2014-02-11","7:00p","Sacramento Kings",99,"Cleveland Cavaliers",109,2014,"201402110CLE",-1.24338958333333,-0.878193055555556
"2014-02-11","10:30p","Utah Jazz",96,"Los Angeles Lakers",79,2014,"201402110LAL",-1.37022013888889,-1.57483888888889
"2014-02-11","8:00p","Washington Wizards",89,"Memphis Grizzlies",92,2014,"201402110MEM",0.236827083333333,0.366017361111111
"2014-02-11","9:00p","Miami Heat",103,"Phoenix Suns",97,2014,"201402110PHO",0.649885416666667,2.07806388888889
"2014-02-11","10:00p","Oklahoma City Thunder",98,"Portland Trail Blazers",95,2014,"201402110POR",1.04136527777778,1.64667152777778
"2014-02-12","7:30p","San Antonio Spurs",104,"Boston Celtics",92,2014,"201402120BOS",-1.29595833333333,0.578530555555556
"2014-02-12","7:30p","Charlotte Bobcats",89,"Brooklyn Nets",105,2014,"201402120BRK",0.43620625,-0.0443291666666666
"2014-02-12","7:30p","Cleveland Cavaliers",93,"Detroit Pistons",89,2014,"201402120DET",-0.830822916666667,-0.816223611111111
"2014-02-12","10:30p","Miami Heat",111,"Golden State Warriors",110,2014,"201402120GSW",2.17288472222222,1.57775694444444
"2014-02-12","8:00p","Washington Wizards",112,"Houston Rockets",113,2014,"201402120HOU",1.09653263888889,0.573565277777778
"2014-02-12","7:00p","Dallas Mavericks",81,"Indiana Pacers",73,2014,"201402120IND",1.59646875,0.997367361111111
"2014-02-12","10:30p","Portland Trail Blazers",117,"Los Angeles Clippers",122,2014,"201402120LAC",2.47927291666667,0.811407638888889
"2014-02-12","8:00p","New Orleans Pelicans",102,"Milwaukee Bucks",98,2014,"201402120MIL",-1.62861527777778,-1.71907152777778
"2014-02-12","8:00p","Denver Nuggets",90,"Minnesota Timberwolves",117,2014,"201402120MIN",0.64980625,-1.58274236111111
"2014-02-12","7:30p","Sacramento Kings",106,"New York Knicks",101,2014,"201402120NYK",0.576623270440252,-0.668437106918239
"2014-02-12","7:00p","Memphis Grizzlies",86,"Orlando Magic",81,2014,"201402120ORL",-1.32729236111111,0.128938888888889
"2014-02-12","7:00p","Atlanta Hawks",83,"Toronto Raptors",104,2014,"201402120TOR",0.0953270833333333,-1.10400277777778
"2014-02-12","9:00p","Philadelphia 76ers",100,"Utah Jazz",105,2014,"201402120UTA",-1.73737777777778,-2.4195875
"2014-02-13","8:00p","Brooklyn Nets",76,"Chicago Bulls",92,2014,"201402130CHI",0.802213888888889,1.40841597222222
"2014-02-13","10:30p","Oklahoma City Thunder",107,"Los Angeles Lakers",103,2014,"201402130LAL",-1.61918611111111,1.85640486111111
"2014-02-18","8:30p","Miami Heat",117,"Dallas Mavericks",106,2014,"201402180DAL",1.59765555555556,2.35675694444444
"2014-02-18","9:00p","Phoenix Suns",112,"Denver Nuggets",107,2014,"201402180DEN",-1.6376213836478,0.451347798742138
"2014-02-18","7:30p","Charlotte Bobcats",108,"Detroit Pistons",96,2014,"201402180DET",-0.868882638888889,0.208500694444444
"2014-02-18","7:00p","Atlanta Hawks",98,"Indiana Pacers",108,2014,"201402180IND",0.868582638888889,-0.842210416666667
"2014-02-18","10:30p","San Antonio Spurs",113,"Los Angeles Clippers",103,2014,"201402180LAC",2.39955902777778,1.51960902777778
"2014-02-18","8:00p","New York Knicks",93,"Memphis Grizzlies",98,2014,"201402180MEM",0.805469444444444,0.870551388888889
"2014-02-18","8:00p","Orlando Magic",100,"Milwaukee Bucks",104,2014,"201402180MIL",-2.52063958333333,-1.70791319444444
"2014-02-18","7:00p","Cleveland Cavaliers",114,"Philadelphia 76ers",85,2014,"201402180PHI",-2.88756736111111,-1.07438125
"2014-02-18","7:00p","Toronto Raptors",103,"Washington Wizards",93,2014,"201402180WAS",0.731176388888889,0.694232638888889
"2014-02-19","7:30p","Washington Wizards",114,"Atlanta Hawks",97,2014,"201402190ATL",-0.829197916666667,0.454779166666667
"2014-02-19","7:00p","Detroit Pistons",98,"Charlotte Bobcats",116,2014,"201402190CHA",-0.0630173611111111,-0.9457375
"2014-02-19","7:00p","Orlando Magic",93,"Cleveland Cavaliers",101,2014,"201402190CLE",-1.06839722222222,-1.29029930555556
"2014-02-19","10:30p","Houston Rockets",134,"Los Angeles Lakers",108,2014,"201402190LAL",-1.84440208333333,1.44779791666667
"2014-02-19","8:00p","Indiana Pacers",91,"Minnesota Timberwolves",104,2014,"201402190MIN",0.725571527777778,1.16131527777778
"2014-02-19","8:00p","New York Knicks",98,"New Orleans Pelicans",91,2014,"201402190NOP",-1.40614861111111,1.36204236111111
"2014-02-19","9:00p","Boston Celtics",94,"Phoenix Suns",100,2014,"201402190PHO",0.473306944444444,-1.11232291666667
"2014-02-19","10:00p","San Antonio Spurs",111,"Portland Trail Blazers",109,2014,"201402190POR",-0.0696833333333333,0.936291666666667
"2014-02-19","10:00p","Golden State Warriors",101,"Sacramento Kings",92,2014,"201402190SAC",-0.867709027777778,2.15238958333333
"2014-02-19","7:00p","Chicago Bulls",94,"Toronto Raptors",92,2014,"201402190TOR",0.40700625,0.882383333333333
"2014-02-19","9:00p","Brooklyn Nets",105,"Utah Jazz",99,2014,"201402190UTA",-1.81154444444444,1.18106805555556
"2014-02-20","10:30p","Houston Rockets",99,"Golden State Warriors",102,2014,"201402200GSW",1.58404968553459,1.9599748427673
"2014-02-20","8:00p","Denver Nuggets",101,"Milwaukee Bucks",90,2014,"201402200MIL",-1.94237569444444,-1.46044791666667
"2014-02-20","8:00p","Miami Heat",103,"Oklahoma City Thunder",81,2014,"201402200OKC",2.38826944444444,2.46838888888889
"2014-02-21","7:00p","New Orleans Pelicans",87,"Charlotte Bobcats",90,2014,"201402210CHA",-0.00393333333333331,-1.39981041666667
"2014-02-21","8:00p","Denver Nuggets",89,"Chicago Bulls",117,2014,"201402210CHI",-0.481426388888889,-1.77533194444444
"2014-02-21","7:30p","Atlanta Hawks",107,"Detroit Pistons",115,2014,"201402210DET",-0.818374305555556,-0.0733
"2014-02-21","10:30p","Boston Celtics",92,"Los Angeles Lakers",101,2014,"201402210LAL",-2.37557083333333,-1.07391944444444
"2014-02-21","8:00p","Los Angeles Clippers",96,"Memphis Grizzlies",102,2014,"201402210MEM",1.19803611111111,2.62997222222222
"2014-02-21","7:00p","New York Knicks",121,"Orlando Magic",129,2014,"201402210ORL",-1.74084482758621,1.07080114942529
"2014-02-21","7:00p","Dallas Mavericks",124,"Philadelphia 76ers",112,2014,"201402210PHI",-3.01304791666667,0.978257638888889
"2014-02-21","9:00p","San Antonio Spurs",85,"Phoenix Suns",106,2014,"201402210PHO",0.0778493055555555,1.04094375
"2014-02-21","10:00p","Utah Jazz",94,"Portland Trail Blazers",102,2014,"201402210POR",-0.384313888888889,-1.7908
"2014-02-21","7:00p","Cleveland Cavaliers",91,"Toronto Raptors",98,2014,"201402210TOR",0.413470138888889,-1.27413680555556
"2014-02-22","7:30p","New York Knicks",98,"Atlanta Hawks",107,2014,"201402220ATL",-0.657209722222222,0.81828125
"2014-02-22","7:00p","Memphis Grizzlies",89,"Charlotte Bobcats",92,2014,"201402220CHA",0.0946784722222223,1.35188472222222
"2014-02-22","7:30p","Dallas Mavericks",113,"Detroit Pistons",102,2014,"201402220DET",-1.02447777777778,1.22529722222222
"2014-02-22","10:30p","Brooklyn Nets",86,"Golden State Warriors",93,2014,"201402220GSW",1.83001527777778,1.26792152777778
"2014-02-22","8:30p","Indiana Pacers",110,"Milwaukee Bucks",100,2014,"201402220MIL",-1.92947291666667,0.936277083333333
"2014-02-22","10:00p","Boston Celtics",98,"Sacramento Kings",105,2014,"201402220SAC",-0.671786805555556,-1.67867569444444
"2014-02-22","9:00p","Minnesota Timberwolves",121,"Utah Jazz",104,2014,"201402220UTA",-1.94378333333333,0.226092361111111
"2014-02-22","7:00p","New Orleans Pelicans",93,"Washington Wizards",94,2014,"201402220WAS",0.780680555555556,-1.46755277777778
"2014-02-23","6:00p","Washington Wizards",96,"Cleveland Cavaliers",83,2014,"201402230CLE",-1.26521666666667,0.710577083333333
"2014-02-23","8:00p","Sacramento Kings",109,"Denver Nuggets",95,2014,"201402230DEN",-1.55335208333333,-0.72856875
"2014-02-23","9:00p","Brooklyn Nets",108,"Los Angeles Lakers",102,2014,"201402230LAL",-2.23426388888889,0.423267361111111
"2014-02-23","3:30p","Chicago Bulls",79,"Miami Heat",93,2014,"201402230MIA",0.61575,-0.309695833333333
"2014-02-23","1:00p","Los Angeles Clippers",125,"Oklahoma City Thunder",117,2014,"201402230OKC",2.96278888888889,2.50379861111111
"2014-02-23","9:00p","Houston Rockets",115,"Phoenix Suns",112,2014,"201402230PHO",0.679646527777778,1.91182083333333
"2014-02-23","9:00p","Minnesota Timberwolves",97,"Portland Trail Blazers",108,2014,"201402230POR",-0.750032638888889,0.126511111111111
"2014-02-23","6:00p","Orlando Magic",90,"Toronto Raptors",105,2014,"201402230TOR",0.452627083333333,-1.61287777777778
"2014-02-24","7:30p","Golden State Warriors",104,"Detroit Pistons",96,2014,"201402240DET",-0.821960416666667,1.38360208333333
"2014-02-24","8:00p","Los Angeles Clippers",123,"New Orleans Pelicans",110,2014,"201402240NOP",-1.39831597222222,2.15618819444444
"2014-02-24","7:30p","Dallas Mavericks",110,"New York Knicks",108,2014,"201402240NYK",1.0186875,1.26600694444444
"2014-02-24","7:00p","Milwaukee Bucks",130,"Philadelphia 76ers",110,2014,"201402240PHI",-3.15477291666667,-2.0411
"2014-02-24","9:00p","Boston Celtics",98,"Utah Jazz",110,2014,"201402240UTA",-1.51836597222222,-1.57959930555556
"2014-02-25","7:30p","Chicago Bulls",107,"Atlanta Hawks",103,2014,"201402250ATL",-0.250545833333334,-0.126080555555556
"2014-02-25","7:00p","Toronto Raptors",99,"Cleveland Cavaliers",93,2014,"201402250CLE",-0.757222222222222,0.781850694444444
"2014-02-25","9:00p","Portland Trail Blazers",100,"Denver Nuggets",95,2014,"201402250DEN",-1.698975,-0.134113194444444
"2014-02-25","7:00p","Los Angeles Lakers",98,"Indiana Pacers",118,2014,"201402250IND",0.306358333333333,-2.32913958333333
"2014-02-25","9:00p","Minnesota Timberwolves",110,"Phoenix Suns",101,2014,"201402250PHO",-0.175904166666667,0.519806944444444
"2014-02-25","10:00p","Houston Rockets",129,"Sacramento Kings",103,2014,"201402250SAC",-1.41176180555556,1.08670069444444
"2014-02-25","7:00p","Orlando Magic",106,"Washington Wizards",115,2014,"201402250WAS",0.383054166666667,-1.67584513888889
"2014-02-26","7:30p","Atlanta Hawks",104,"Boston Celtics",115,2014,"201402260BOS",-1.57300625,-0.692704166666667
"2014-02-26","8:00p","Golden State Warriors",83,"Chicago Bulls",103,2014,"201402260CHI",0.472764583333333,0.929113194444444
"2014-02-26","8:00p","New Orleans Pelicans",89,"Dallas Mavericks",108,2014,"201402260DAL",1.04562430555556,-1.72040069444444
"2014-02-26","10:30p","Houston Rockets",93,"Los Angeles Clippers",101,2014,"201402260LAC",2.50074027777778,1.66643333333333
"2014-02-26","8:00p","Los Angeles Lakers",103,"Memphis Grizzlies",108,2014,"201402260MEM",1.0654375,-2.46484375
"2014-02-26","8:00p","Cleveland Cavaliers",114,"Oklahoma City Thunder",104,2014,"201402260OKC",2.65001736111111,-1.25746875
