"","season","game_date","game_time_start","team_name","team_points","opponent_name","opponent_points","result","location"
"24618",2018,2017-11-11,"8:00p","Sacramento Kings",91,"New York Knicks",118,"loss","away"
"24619",2018,2017-11-11,"9:00p","Minnesota Timberwolves",110,"Phoenix Suns",118,"loss","away"
"24620",2018,2017-11-11,"8:30p","Chicago Bulls",94,"San Antonio Spurs",133,"loss","away"
"24621",2018,2017-11-11,"9:00p","Brooklyn Nets",106,"Utah Jazz",114,"loss","away"
"24622",2018,2017-11-11,"7:00p","Atlanta Hawks",94,"Washington Wizards",113,"loss","away"
"24623",2018,2017-11-12,"3:30p","Toronto Raptors",94,"Boston Celtics",95,"loss","away"
"24624",2018,2017-11-12,"4:00p","Miami Heat",103,"Detroit Pistons",112,"loss","away"
"24625",2018,2017-11-12,"6:00p","Houston Rockets",118,"Indiana Pacers",95,"win","away"
"24626",2018,2017-11-12,"7:00p","Dallas Mavericks",99,"Oklahoma City Thunder",112,"loss","away"
"24627",2018,2017-11-13,"10:30p","Orlando Magic",100,"Golden State Warriors",110,"loss","away"
"24628",2018,2017-11-13,"10:30p","Philadelphia 76ers",109,"Los Angeles Clippers",105,"win","away"
"24629",2018,2017-11-13,"8:00p","Memphis Grizzlies",103,"Milwaukee Bucks",110,"loss","away"
"24630",2018,2017-11-13,"8:00p","Atlanta Hawks",105,"New Orleans Pelicans",106,"loss","away"
"24631",2018,2017-11-13,"7:30p","Cleveland Cavaliers",104,"New York Knicks",101,"win","away"
"24632",2018,2017-11-13,"9:00p","Los Angeles Lakers",100,"Phoenix Suns",93,"win","away"
"24633",2018,2017-11-13,"10:00p","Denver Nuggets",82,"Portland Trail Blazers",99,"loss","away"
"24634",2018,2017-11-13,"9:00p","Minnesota Timberwolves",109,"Utah Jazz",98,"win","away"
"24635",2018,2017-11-13,"7:00p","Sacramento Kings",92,"Washington Wizards",110,"loss","away"
"24636",2018,2017-11-14,"7:30p","Boston Celtics",109,"Brooklyn Nets",102,"win","away"
"24637",2018,2017-11-14,"8:30p","San Antonio Spurs",97,"Dallas Mavericks",91,"win","away"
"24638",2018,2017-11-14,"8:00p","Toronto Raptors",129,"Houston Rockets",113,"win","away"
"24639",2018,2017-11-15,"7:30p","Sacramento Kings",80,"Atlanta Hawks",126,"loss","away"
"24640",2018,2017-11-15,"8:00p","Cleveland Cavaliers",115,"Charlotte Hornets",107,"win","away"
"24641",2018,2017-11-15,"10:30p","Philadelphia 76ers",115,"Los Angeles Lakers",109,"win","away"
"24642",2018,2017-11-15,"8:00p","Indiana Pacers",116,"Memphis Grizzlies",113,"win","away"
"24643",2018,2017-11-15,"7:30p","Washington Wizards",102,"Miami Heat",93,"win","away"
"24644",2018,2017-11-15,"8:00p","Detroit Pistons",95,"Milwaukee Bucks",99,"loss","away"
"24645",2018,2017-11-15,"8:00p","San Antonio Spurs",86,"Minnesota Timberwolves",98,"loss","away"
"24646",2018,2017-11-15,"8:00p","Toronto Raptors",125,"New Orleans Pelicans",116,"win","away"
"24647",2018,2017-11-15,"7:30p","Utah Jazz",101,"New York Knicks",106,"loss","away"
"24648",2018,2017-11-15,"8:00p","Chicago Bulls",79,"Oklahoma City Thunder",92,"loss","away"
"24649",2018,2017-11-15,"10:00p","Orlando Magic",94,"Portland Trail Blazers",99,"loss","away"
"24650",2018,2017-11-16,"8:00p","Golden State Warriors",88,"Boston Celtics",92,"loss","away"
"24651",2018,2017-11-16,"10:30p","Houston Rockets",142,"Phoenix Suns",116,"win","away"
"24652",2018,2017-11-17,"7:30p","Utah Jazz",107,"Brooklyn Nets",118,"loss","away"
"24653",2018,2017-11-17,"8:00p","Charlotte Hornets",120,"Chicago Bulls",123,"loss","away"
"24654",2018,2017-11-17,"7:30p","Los Angeles Clippers",113,"Cleveland Cavaliers",118,"loss","away"
"24655",2018,2017-11-17,"8:30p","Minnesota Timberwolves",111,"Dallas Mavericks",87,"win","away"
"24656",2018,2017-11-17,"10:30p","New Orleans Pelicans",114,"Denver Nuggets",146,"loss","away"
"24657",2018,2017-11-17,"7:00p","Detroit Pistons",100,"Indiana Pacers",107,"loss","away"
"24658",2018,2017-11-17,"10:30p","Phoenix Suns",122,"Los Angeles Lakers",113,"win","away"
"24659",2018,2017-11-17,"10:00p","Portland Trail Blazers",82,"Sacramento Kings",86,"loss","away"
"24660",2018,2017-11-17,"8:00p","Oklahoma City Thunder",101,"San Antonio Spurs",104,"loss","away"
"24661",2018,2017-11-17,"7:30p","New York Knicks",84,"Toronto Raptors",107,"loss","away"
"24662",2018,2017-11-17,"7:00p","Miami Heat",91,"Washington Wizards",88,"win","away"
"24663",2018,2017-11-18,"7:30p","Boston Celtics",110,"Atlanta Hawks",99,"win","away"
"24664",2018,2017-11-18,"7:00p","Los Angeles Clippers",87,"Charlotte Hornets",102,"loss","away"
"24665",2018,2017-11-18,"9:00p","Milwaukee Bucks",79,"Dallas Mavericks",111,"loss","away"
"24666",2018,2017-11-18,"8:00p","Houston Rockets",105,"Memphis Grizzlies",83,"win","away"
"24667",2018,2017-11-18,"7:00p","Utah Jazz",125,"Orlando Magic",85,"win","away"
"24668",2018,2017-11-18,"7:30p","Golden State Warriors",124,"Philadelphia 76ers",116,"win","away"
"24669",2018,2017-11-18,"10:00p","Sacramento Kings",90,"Portland Trail Blazers",102,"loss","away"
"24670",2018,2017-11-19,"6:00p","Golden State Warriors",118,"Brooklyn Nets",111,"win","away"
"24671",2018,2017-11-19,"9:30p","Denver Nuggets",109,"Los Angeles Lakers",127,"loss","away"
"24672",2018,2017-11-19,"5:00p","Indiana Pacers",120,"Miami Heat",95,"win","away"
"24673",2018,2017-11-19,"7:00p","Detroit Pistons",100,"Minnesota Timberwolves",97,"win","away"
"24674",2018,2017-11-19,"8:00p","Chicago Bulls",105,"Phoenix Suns",113,"loss","away"
"24675",2018,2017-11-19,"3:30p","Washington Wizards",91,"Toronto Raptors",100,"loss","away"
"24676",2018,2017-11-20,"7:00p","Minnesota Timberwolves",102,"Charlotte Hornets",118,"loss","away"
"24677",2018,2017-11-20,"8:30p","Boston Celtics",110,"Dallas Mavericks",102,"win","away"
"24678",2018,2017-11-20,"7:00p","Cleveland Cavaliers",116,"Detroit Pistons",88,"win","away"
"24679",2018,2017-11-20,"8:00p","Portland Trail Blazers",100,"Memphis Grizzlies",92,"win","away"
"24680",2018,2017-11-20,"8:00p","Washington Wizards",99,"Milwaukee Bucks",88,"win","away"
"24681",2018,2017-11-20,"8:00p","Oklahoma City Thunder",107,"New Orleans Pelicans",114,"loss","away"
"24682",2018,2017-11-20,"7:30p","Los Angeles Clippers",85,"New York Knicks",107,"loss","away"
"24683",2018,2017-11-20,"7:00p","Indiana Pacers",105,"Orlando Magic",97,"win","away"
"24684",2018,2017-11-20,"7:00p","Utah Jazz",86,"Philadelphia 76ers",107,"loss","away"
"24685",2018,2017-11-20,"10:00p","Denver Nuggets",114,"Sacramento Kings",98,"win","away"
"24686",2018,2017-11-20,"8:30p","Atlanta Hawks",85,"San Antonio Spurs",96,"loss","away"
"24687",2018,2017-11-21,"10:30p","Chicago Bulls",94,"Los Angeles Lakers",103,"loss","away"
"24688",2018,2017-11-22,"7:30p","Los Angeles Clippers",116,"Atlanta Hawks",103,"win","away"
"24689",2018,2017-11-22,"7:00p","Washington Wizards",124,"Charlotte Hornets",129,"loss","away"
"24690",2018,2017-11-22,"7:00p","Brooklyn Nets",109,"Cleveland Cavaliers",119,"loss","away"
"24691",2018,2017-11-22,"8:00p","Denver Nuggets",95,"Houston Rockets",125,"loss","away"
"24692",2018,2017-11-22,"8:00p","Dallas Mavericks",95,"Memphis Grizzlies",94,"win","away"
"24693",2018,2017-11-22,"7:30p","Boston Celtics",98,"Miami Heat",104,"loss","away"
"24694",2018,2017-11-22,"8:00p","Orlando Magic",118,"Minnesota Timberwolves",124,"loss","away"
"24695",2018,2017-11-22,"8:00p","San Antonio Spurs",90,"New Orleans Pelicans",107,"loss","away"
"24696",2018,2017-11-22,"7:30p","Toronto Raptors",100,"New York Knicks",108,"loss","away"
"24697",2018,2017-11-22,"8:00p","Golden State Warriors",91,"Oklahoma City Thunder",108,"loss","away"
"24698",2018,2017-11-22,"7:00p","Portland Trail Blazers",81,"Philadelphia 76ers",101,"loss","away"
"24699",2018,2017-11-22,"9:00p","Milwaukee Bucks",113,"Phoenix Suns",107,"win","away"
"24700",2018,2017-11-22,"10:30p","Los Angeles Lakers",102,"Sacramento Kings",113,"loss","away"
"24701",2018,2017-11-22,"9:00p","Chicago Bulls",80,"Utah Jazz",110,"loss","away"
"24702",2018,2017-11-24,"7:30p","New York Knicks",104,"Atlanta Hawks",116,"loss","away"
"24703",2018,2017-11-24,"7:30p","Orlando Magic",103,"Boston Celtics",118,"loss","away"
"24704",2018,2017-11-24,"12:00p","Portland Trail Blazers",127,"Brooklyn Nets",125,"win","away"
"24705",2018,2017-11-24,"8:00p","Charlotte Hornets",99,"Cleveland Cavaliers",100,"loss","away"
"24706",2018,2017-11-24,"9:00p","Memphis Grizzlies",92,"Denver Nuggets",104,"loss","away"
"24707",2018,2017-11-24,"10:30p","Chicago Bulls",94,"Golden State Warriors",143,"loss","away"
"24708",2018,2017-11-24,"8:00p","Toronto Raptors",104,"Indiana Pacers",107,"loss","away"
"24709",2018,2017-11-24,"8:00p","Miami Heat",109,"Minnesota Timberwolves",97,"win","away"
"24710",2018,2017-11-24,"8:00p","Detroit Pistons",99,"Oklahoma City Thunder",98,"win","away"
"24711",2018,2017-11-24,"9:00p","New Orleans Pelicans",115,"Phoenix Suns",91,"win","away"
"24712",2018,2017-11-25,"7:30p","Toronto Raptors",112,"Atlanta Hawks",78,"win","away"
"24713",2018,2017-11-25,"7:00p","San Antonio Spurs",106,"Charlotte Hornets",86,"win","away"
"24714",2018,2017-11-25,"8:30p","Oklahoma City Thunder",81,"Dallas Mavericks",97,"loss","away"
"24715",2018,2017-11-25,"8:30p","New Orleans Pelicans",95,"Golden State Warriors",110,"loss","away"
"24716",2018,2017-11-25,"8:00p","New York Knicks",102,"Houston Rockets",117,"loss","away"
"24717",2018,2017-11-25,"8:00p","Boston Celtics",108,"Indiana Pacers",98,"win","away"
"24718",2018,2017-11-25,"7:00p","Orlando Magic",111,"Philadelphia 76ers",130,"loss","away"
"24719",2018,2017-11-25,"10:00p","Los Angeles Clippers",97,"Sacramento Kings",95,"win","away"
"24720",2018,2017-11-25,"9:00p","Milwaukee Bucks",108,"Utah Jazz",121,"loss","away"
"24721",2018,2017-11-25,"7:00p","Portland Trail Blazers",108,"Washington Wizards",105,"win","away"
"24722",2018,2017-11-26,"3:30p","Miami Heat",100,"Chicago Bulls",93,"win","away"
"24723",2018,2017-11-26,"6:00p","Brooklyn Nets",98,"Memphis Grizzlies",88,"win","away"
"24724",2018,2017-11-26,"3:30p","Phoenix Suns",108,"Minnesota Timberwolves",119,"loss","away"
"24725",2018,2017-11-27,"7:30p","Detroit Pistons",118,"Boston Celtics",108,"win","away"
"24726",2018,2017-11-27,"10:30p","Sacramento Kings",110,"Golden State Warriors",106,"win","away"
"24727",2018,2017-11-27,"8:00p","Brooklyn Nets",103,"Houston Rockets",117,"loss","away"
"24728",2018,2017-11-27,"7:00p","Orlando Magic",109,"Indiana Pacers",121,"loss","away"
"24729",2018,2017-11-27,"10:30p","Los Angeles Lakers",115,"Los Angeles Clippers",120,"loss","away"
"24730",2018,2017-11-27,"7:30p","Portland Trail Blazers",103,"New York Knicks",91,"win","away"
"24731",2018,2017-11-27,"7:00p","Cleveland Cavaliers",113,"Philadelphia 76ers",91,"win","away"
"24732",2018,2017-11-27,"8:30p","Dallas Mavericks",108,"San Antonio Spurs",115,"loss","away"
"24733",2018,2017-11-28,"8:00p","Phoenix Suns",104,"Chicago Bulls",99,"win","away"
"24734",2018,2017-11-28,"7:00p","Miami Heat",97,"Cleveland Cavaliers",108,"loss","away"
"24735",2018,2017-11-28,"8:00p","Washington Wizards",92,"Minnesota Timberwolves",89,"win","away"
"24736",2018,2017-11-28,"10:00p","Milwaukee Bucks",112,"Sacramento Kings",87,"win","away"
"24737",2018,2017-11-28,"10:00p","Denver Nuggets",77,"Utah Jazz",106,"loss","away"
"24738",2018,2017-11-29,"8:30p","Brooklyn Nets",109,"Dallas Mavericks",104,"win","away"
"24739",2018,2017-11-29,"7:00p","Phoenix Suns",107,"Detroit Pistons",131,"loss","away"
"24740",2018,2017-11-29,"8:00p","Indiana Pacers",97,"Houston Rockets",118,"loss","away"
"24741",2018,2017-11-29,"10:30p","Golden State Warriors",127,"Los Angeles Lakers",123,"win","away"
"24742",2018,2017-11-29,"8:00p","Minnesota Timberwolves",120,"New Orleans Pelicans",102,"win","away"
"24743",2018,2017-11-29,"7:30p","Miami Heat",86,"New York Knicks",115,"loss","away"
"24744",2018,2017-11-29,"7:00p","Oklahoma City Thunder",108,"Orlando Magic",121,"loss","away"
"24745",2018,2017-11-29,"7:00p","Washington Wizards",113,"Philadelphia 76ers",118,"loss","away"
"24746",2018,2017-11-29,"8:30p","Memphis Grizzlies",95,"San Antonio Spurs",104,"loss","away"
"24747",2018,2017-11-29,"7:30p","Charlotte Hornets",113,"Toronto Raptors",126,"loss","away"
"24748",2018,2017-11-30,"7:30p","Cleveland Cavaliers",121,"Atlanta Hawks",114,"win","away"
"24749",2018,2017-11-30,"7:30p","Philadelphia 76ers",97,"Boston Celtics",108,"loss","away"
"24750",2018,2017-11-30,"9:00p","Chicago Bulls",110,"Denver Nuggets",111,"loss","away"
"24751",2018,2017-11-30,"10:30p","Utah Jazz",126,"Los Angeles Clippers",107,"win","away"
"24752",2018,2017-11-30,"10:00p","Milwaukee Bucks",103,"Portland Trail Blazers",91,"win","away"
"24753",2018,2017-12-01,"8:00p","Chicago Bulls",106,"Sacramento Kings",107,"loss","home"
"24754",2018,2017-12-01,"8:00p","Memphis Grizzlies",79,"San Antonio Spurs",95,"loss","home"
"24755",2018,2017-12-01,"8:00p","Miami Heat",105,"Charlotte Hornets",100,"win","home"
"24756",2018,2017-12-01,"8:00p","Oklahoma City Thunder",111,"Minnesota Timberwolves",107,"win","home"
"24757",2018,2017-12-01,"7:00p","Orlando Magic",112,"Golden State Warriors",133,"loss","home"
"24758",2018,2017-12-01,"7:30p","Toronto Raptors",120,"Indiana Pacers",115,"win","home"
"24759",2018,2017-12-01,"9:00p","Utah Jazz",114,"New Orleans Pelicans",108,"win","home"
"24760",2018,2017-12-01,"7:00p","Washington Wizards",109,"Detroit Pistons",91,"win","home"
"24761",2018,2017-12-02,"1:00p","Boston Celtics",116,"Phoenix Suns",111,"win","home"
"24762",2018,2017-12-02,"3:00p","Brooklyn Nets",102,"Atlanta Hawks",114,"loss","home"
"24763",2018,2017-12-02,"7:30p","Cleveland Cavaliers",116,"Memphis Grizzlies",111,"win","home"
"24764",2018,2017-12-02,"2:00p","Dallas Mavericks",108,"Los Angeles Clippers",82,"win","home"
"24765",2018,2017-12-02,"9:00p","Denver Nuggets",115,"Los Angeles Lakers",100,"win","home"
"24766",2018,2017-12-02,"8:30p","Milwaukee Bucks",109,"Sacramento Kings",104,"win","home"
"24767",2018,2017-12-02,"7:30p","Philadelphia 76ers",108,"Detroit Pistons",103,"win","home"
"24768",2018,2017-12-02,"10:00p","Portland Trail Blazers",116,"New Orleans Pelicans",123,"loss","home"
"24769",2018,2017-12-03,"9:30p","Los Angeles Lakers",95,"Houston Rockets",118,"loss","home"
"24770",2018,2017-12-03,"7:00p","Miami Heat",95,"Golden State Warriors",123,"loss","home"
"24771",2018,2017-12-03,"7:00p","Minnesota Timberwolves",112,"Los Angeles Clippers",106,"win","home"
"24772",2018,2017-12-03,"3:30p","New York Knicks",100,"Orlando Magic",105,"loss","home"
"24773",2018,2017-12-03,"7:00p","Oklahoma City Thunder",90,"San Antonio Spurs",87,"win","home"
"24774",2018,2017-12-04,"7:30p","Atlanta Hawks",90,"Brooklyn Nets",110,"loss","home"
"24775",2018,2017-12-04,"7:30p","Boston Celtics",111,"Milwaukee Bucks",100,"win","home"
"24776",2018,2017-12-04,"8:00p","Chicago Bulls",91,"Cleveland Cavaliers",113,"loss","home"
"24777",2018,2017-12-04,"7:00p","Charlotte Hornets",104,"Orlando Magic",94,"win","home"
"24778",2018,2017-12-04,"8:30p","Dallas Mavericks",122,"Denver Nuggets",105,"win","home"
"24779",2018,2017-12-04,"7:00p","Indiana Pacers",115,"New York Knicks",97,"win","home"
"24780",2018,2017-12-04,"8:00p","Memphis Grizzlies",95,"Minnesota Timberwolves",92,"win","home"
"24781",2018,2017-12-04,"8:00p","New Orleans Pelicans",115,"Golden State Warriors",125,"loss","home"
"24782",2018,2017-12-04,"7:00p","Philadelphia 76ers",101,"Phoenix Suns",115,"loss","home"
"24783",2018,2017-12-04,"8:30p","San Antonio Spurs",96,"Detroit Pistons",93,"win","home"
"24784",2018,2017-12-04,"9:00p","Utah Jazz",116,"Washington Wizards",69,"win","home"
"24785",2018,2017-12-05,"8:00p","Oklahoma City Thunder",100,"Utah Jazz",94,"win","home"
"24786",2018,2017-12-05,"10:00p","Portland Trail Blazers",92,"Washington Wizards",106,"loss","home"
"24787",2018,2017-12-05,"7:30p","Toronto Raptors",126,"Phoenix Suns",113,"win","home"
"24788",2018,2017-12-06,"7:30p","Boston Celtics",97,"Dallas Mavericks",90,"win","home"
"24789",2018,2017-12-06,"8:00p","Charlotte Hornets",87,"Golden State Warriors",101,"loss","home"
"24790",2018,2017-12-06,"7:00p","Cleveland Cavaliers",101,"Sacramento Kings",95,"win","home"
"24791",2018,2017-12-06,"7:00p","Indiana Pacers",98,"Chicago Bulls",96,"win","home"
"24792",2018,2017-12-06,"10:30p","Los Angeles Clippers",107,"Minnesota Timberwolves",113,"loss","home"
"24793",2018,2017-12-06,"8:00p","Milwaukee Bucks",104,"Detroit Pistons",100,"win","home"
"24794",2018,2017-12-06,"8:00p","New Orleans Pelicans",123,"Denver Nuggets",114,"win","home"
"24795",2018,2017-12-06,"7:30p","New York Knicks",99,"Memphis Grizzlies",88,"win","home"
"24796",2018,2017-12-06,"7:00p","Orlando Magic",110,"Atlanta Hawks",106,"win","home"
"24797",2018,2017-12-06,"8:30p","San Antonio Spurs",117,"Miami Heat",105,"win","home"
"24798",2018,2017-12-07,"10:00p","Brooklyn Nets",100,"Oklahoma City Thunder",95,"win","home"
"24799",2018,2017-12-07,"8:00p","Philadelphia 76ers",104,"Los Angeles Lakers",107,"loss","home"
"24800",2018,2017-12-07,"9:00p","Phoenix Suns",99,"Washington Wizards",109,"loss","home"
"24801",2018,2017-12-07,"10:30p","Utah Jazz",101,"Houston Rockets",112,"loss","home"
"24802",2018,2017-12-08,"7:00p","Charlotte Hornets",111,"Chicago Bulls",119,"loss","home"
"24803",2018,2017-12-08,"7:00p","Detroit Pistons",98,"Golden State Warriors",102,"loss","home"
"24804",2018,2017-12-08,"7:00p","Indiana Pacers",106,"Cleveland Cavaliers",102,"win","home"
"24805",2018,2017-12-08,"8:00p","Memphis Grizzlies",107,"Toronto Raptors",116,"loss","home"
"24806",2018,2017-12-08,"8:00p","Milwaukee Bucks",109,"Dallas Mavericks",102,"win","home"
"24807",2018,2017-12-08,"8:00p","New Orleans Pelicans",109,"Sacramento Kings",116,"loss","home"
"24808",2018,2017-12-08,"7:00p","Orlando Magic",89,"Denver Nuggets",103,"loss","home"
"24809",2018,2017-12-08,"9:30p","San Antonio Spurs",105,"Boston Celtics",102,"win","home"
"24810",2018,2017-12-09,"7:30p","Atlanta Hawks",117,"Orlando Magic",110,"win","home"
"24811",2018,2017-12-09,"6:00p","Brooklyn Nets",89,"Miami Heat",101,"loss","home"
"24812",2018,2017-12-09,"8:00p","Chicago Bulls",104,"New York Knicks",102,"win","home"
"24813",2018,2017-12-09,"7:00p","Charlotte Hornets",99,"Los Angeles Lakers",110,"loss","home"
"24814",2018,2017-12-09,"8:00p","Cleveland Cavaliers",105,"Philadelphia 76ers",98,"win","home"
"24815",2018,2017-12-09,"3:30p","Los Angeles Clippers",113,"Washington Wizards",112,"win","home"
"24816",2018,2017-12-09,"9:00p","Memphis Grizzlies",101,"Oklahoma City Thunder",102,"loss","home"
"24817",2018,2017-12-09,"8:30p","Milwaukee Bucks",117,"Utah Jazz",100,"win","home"
"24818",2018,2017-12-09,"9:00p","Phoenix Suns",101,"San Antonio Spurs",104,"loss","home"
"24819",2018,2017-12-09,"10:00p","Portland Trail Blazers",117,"Houston Rockets",124,"loss","home"
"24820",2018,2017-12-10,"4:00p","Detroit Pistons",81,"Boston Celtics",91,"loss","home"
"24821",2018,2017-12-10,"5:00p","Indiana Pacers",126,"Denver Nuggets",116,"win","home"
"24822",2018,2017-12-10,"7:00p","Minnesota Timberwolves",97,"Dallas Mavericks",92,"win","home"
"24823",2018,2017-12-10,"7:00p","New Orleans Pelicans",131,"Philadelphia 76ers",124,"win","home"
"24824",2018,2017-12-10,"7:30p","New York Knicks",111,"Atlanta Hawks",107,"win","home"
"24825",2018,2017-12-10,"3:30p","Sacramento Kings",87,"Toronto Raptors",102,"loss","home"
"24826",2018,2017-12-11,"8:00p","Chicago Bulls",108,"Boston Celtics",85,"win","home"
"24827",2018,2017-12-11,"10:30p","Golden State Warriors",111,"Portland Trail Blazers",104,"win","home"
"24828",2018,2017-12-11,"8:00p","Houston Rockets",130,"New Orleans Pelicans",123,"win","home"
"24829",2018,2017-12-11,"10:30p","Los Angeles Clippers",96,"Toronto Raptors",91,"win","home"
"24830",2018,2017-12-11,"8:00p","Memphis Grizzlies",82,"Miami Heat",107,"loss","home"
"24831",2018,2017-12-11,"8:00p","Oklahoma City Thunder",103,"Charlotte Hornets",116,"loss","home"
"24832",2018,2017-12-12,"7:30p","Brooklyn Nets",103,"Washington Wizards",98,"win","home"
"24833",2018,2017-12-12,"7:00p","Cleveland Cavaliers",123,"Atlanta Hawks",114,"win","home"
"24834",2018,2017-12-12,"8:30p","Dallas Mavericks",95,"San Antonio Spurs",89,"win","home"
"24835",2018,2017-12-12,"7:00p","Detroit Pistons",84,"Denver Nuggets",103,"loss","home"
"24836",2018,2017-12-12,"9:30p","Minnesota Timberwolves",112,"Philadelphia 76ers",118,"loss","home"
"24837",2018,2017-12-12,"7:00p","New York Knicks",113,"Los Angeles Lakers",109,"win","home"
"24838",2018,2017-12-12,"10:00p","Sacramento Kings",99,"Phoenix Suns",92,"win","home"
"24839",2018,2017-12-13,"7:30p","Boston Celtics",124,"Denver Nuggets",118,"win","home"
"24840",2018,2017-12-13,"8:00p","Chicago Bulls",103,"Utah Jazz",100,"win","home"
"24841",2018,2017-12-13,"9:30p","Houston Rockets",108,"Charlotte Hornets",96,"win","home"
"24842",2018,2017-12-13,"7:00p","Indiana Pacers",95,"Oklahoma City Thunder",100,"loss","home"
"24843",2018,2017-12-13,"7:30p","Miami Heat",95,"Portland Trail Blazers",102,"loss","home"
"24844",2018,2017-12-13,"8:00p","New Orleans Pelicans",115,"Milwaukee Bucks",108,"win","home"
"24845",2018,2017-12-13,"7:00p","Orlando Magic",95,"Los Angeles Clippers",106,"loss","home"
"24846",2018,2017-12-13,"9:00p","Phoenix Suns",109,"Toronto Raptors",115,"loss","home"
"24847",2018,2017-12-13,"7:00p","Washington Wizards",93,"Memphis Grizzlies",87,"win","home"
"24848",2018,2017-12-14,"7:30p","Atlanta Hawks",91,"Detroit Pistons",105,"loss","home"
"24849",2018,2017-12-14,"7:30p","Brooklyn Nets",104,"New York Knicks",111,"loss","home"
"24850",2018,2017-12-14,"8:00p","Cleveland Cavaliers",121,"Los Angeles Lakers",112,"win","home"
"24851",2018,2017-12-14,"10:30p","Golden State Warriors",112,"Dallas Mavericks",97,"win","home"
"24852",2018,2017-12-14,"8:00p","Minnesota Timberwolves",119,"Sacramento Kings",96,"win","home"
"24853",2018,2017-12-15,"7:30p","Boston Celtics",95,"Utah Jazz",107,"loss","home"
"24854",2018,2017-12-15,"7:00p","Charlotte Hornets",98,"Miami Heat",104,"loss","home"
"24855",2018,2017-12-15,"9:00p","Denver Nuggets",117,"New Orleans Pelicans",111,"win","home"
"24856",2018,2017-12-15,"9:30p","Houston Rockets",124,"San Antonio Spurs",109,"win","home"
"24857",2018,2017-12-15,"7:00p","Indiana Pacers",98,"Detroit Pistons",104,"loss","home"
"24858",2018,2017-12-15,"8:00p","Memphis Grizzlies",96,"Atlanta Hawks",94,"win","home"
"24859",2018,2017-12-15,"8:00p","Milwaukee Bucks",109,"Chicago Bulls",115,"loss","home"
"24860",2018,2017-12-15,"7:00p","Orlando Magic",88,"Portland Trail Blazers",95,"loss","home"
"24861",2018,2017-12-15,"7:00p","Philadelphia 76ers",117,"Oklahoma City Thunder",119,"loss","home"
"24862",2018,2017-12-15,"7:30p","Toronto Raptors",120,"Brooklyn Nets",87,"win","home"
"24863",2018,2017-12-15,"7:00p","Washington Wizards",100,"Los Angeles Clippers",91,"win","home"
"24864",2018,2017-12-16,"7:00p","Charlotte Hornets",91,"Portland Trail Blazers",93,"loss","home"
"24865",2018,2017-12-16,"7:30p","Cleveland Cavaliers",109,"Utah Jazz",100,"win","home"
"24866",2018,2017-12-16,"8:00p","Houston Rockets",115,"Milwaukee Bucks",111,"win","home"
"24867",2018,2017-12-16,"9:00p","Memphis Grizzlies",93,"Boston Celtics",102,"loss","home"
"24868",2018,2017-12-16,"8:00p","Miami Heat",90,"Los Angeles Clippers",85,"win","home"
"24869",2018,2017-12-16,"8:00p","Minnesota Timberwolves",106,"Phoenix Suns",108,"loss","home"
"24870",2018,2017-12-16,"7:30p","New York Knicks",111,"Oklahoma City Thunder",96,"win","home"
"24871",2018,2017-12-16,"8:30p","San Antonio Spurs",98,"Dallas Mavericks",96,"win","home"
"24872",2018,2017-12-17,"6:00p","Brooklyn Nets",97,"Indiana Pacers",109,"loss","home"
"24873",2018,2017-12-17,"4:00p","Detroit Pistons",114,"Orlando Magic",110,"win","home"
"24874",2018,2017-12-17,"3:30p","Toronto Raptors",108,"Sacramento Kings",93,"win","home"
"24875",2018,2017-12-17,"6:00p","Washington Wizards",99,"Cleveland Cavaliers",106,"loss","home"
"24876",2018,2017-12-18,"7:30p","Atlanta Hawks",110,"Miami Heat",104,"win","home"
"24877",2018,2017-12-18,"8:00p","Chicago Bulls",117,"Philadelphia 76ers",115,"win","home"
"24878",2018,2017-12-18,"7:00p","Charlotte Hornets",109,"New York Knicks",91,"win","home"
"24879",2018,2017-12-18,"8:30p","Dallas Mavericks",91,"Phoenix Suns",97,"loss","home"
"24880",2018,2017-12-18,"8:00p","Houston Rockets",120,"Utah Jazz",99,"win","home"
"24881",2018,2017-12-18,"7:00p","Indiana Pacers",111,"Boston Celtics",112,"loss","home"
"24882",2018,2017-12-18,"10:30p","Los Angeles Lakers",114,"Golden State Warriors",116,"loss","home"
"24883",2018,2017-12-18,"8:00p","Minnesota Timberwolves",108,"Portland Trail Blazers",107,"win","home"
"24884",2018,2017-12-18,"8:00p","Oklahoma City Thunder",95,"Denver Nuggets",94,"win","home"
"24885",2018,2017-12-18,"8:30p","San Antonio Spurs",109,"Los Angeles Clippers",91,"win","home"
"24886",2018,2017-12-19,"8:00p","Milwaukee Bucks",119,"Cleveland Cavaliers",116,"win","home"
"24887",2018,2017-12-19,"7:00p","Philadelphia 76ers",95,"Sacramento Kings",101,"loss","home"
"24888",2018,2017-12-19,"7:00p","Washington Wizards",116,"New Orleans Pelicans",106,"win","home"
"24889",2018,2017-12-20,"7:30p","Atlanta Hawks",95,"Indiana Pacers",105,"loss","home"
"24890",2018,2017-12-20,"7:30p","Boston Celtics",89,"Miami Heat",90,"loss","home"
"24891",2018,2017-12-20,"7:30p","Brooklyn Nets",99,"Sacramento Kings",104,"loss","home"
"24892",2018,2017-12-20,"8:00p","Chicago Bulls",112,"Orlando Magic",94,"win","home"
